Categoria,N,R²_Média,R²_Std,R²_Mín,R²_Máx,MSE_Média,MSE_Std
Completo_Sem_Clustering,180,-0.0012551372092374643,0.08441296380712346,-0.1778281164263093,0.0864919883739178,1.0051212379564444e-06,8.47389037302467e-08
Completo_Com_Clustering,180,0.0067078521066943715,0.07860873100704824,-0.1526998083153707,0.0870437869490597,9.971275015134316e-07,7.891225931106324e-08
Reduzido_Sem_Clustering,180,0.055890877885242635,0.03144338238915512,-0.0147997221459326,0.0991579809018128,1.135701544807825e-06,3.782433313784465e-08
Reduzido_Com_Clustering,180,0.05229403999759873,0.0342976429479125,-0.0229073485502995,0.1096718891283056,1.1400283056130487e-06,4.125782196867363e-08
