Categoria,N,R²_Média,R²_Std,R²_Mín,R²_Máx,MSE_Média,MSE_Std
Completo_Sem_Clustering,1200,-0.08681726971809951,0.1877448377679278,-0.7684668714962106,0.1645893875104129,1.0910137476210702e-06,1.8846976833817383e-07
Completo_Com_Clustering,1200,-0.08631663157614962,0.19184011156108283,-1.0459655918202948,0.1551707789430924,1.0905111763879202e-06,1.925808550250493e-07
Reduzido_Sem_Clustering,1200,-0.05117137724175316,0.15053617742110292,-0.6782755891993597,0.1393312799361795,1.2644904376277368e-06,1.8108517886540509e-07
Reduzido_Com_Clustering,1200,-0.05128411968487146,0.14873291363426996,-0.8087280538245527,0.1352448941171575,1.26462605941532e-06,1.7891597043342335e-07
